date,position,country,song,winning chance,BET365,UNIBET,COOL BET,SKY BET,BETFAIR SPORT,BOYLE SPORTS, BETSSON ,BET FRED, * SMARKETS,COMEON,888 SPORT,LAD BROKES,10BET,BETWAY, WILLIAM  HILL,BETFAIR*  EXCHANGE ,BWIN,BET STARS
2023-04-08,15,Netherlands,Nicolai & Cooper - Burning Daylight,1%,81.0,101.0,81.0,126.0,126.0,126.0,100.0,101.0,100.0,101.0,101.0,151.0,101.0,151.0,151.0,120.0,101.0,101.0
2023-04-08,16,Serbia,Luke Black - Samo mi se spava,1%,151.0,101.0,126.0,151.0,101.0,101.0,125.0,101.0,250.0,101.0,101.0,81.0,101.0,101.0,101.0,240.0,101.0,151.0
2023-04-08,17,Croatia,Let 3 - Mama ŠČ!,1%,151.0,126.0,126.0,201.0,101.0,101.0,150.0,101.0,260.0,101.0,101.0,101.0,101.0,101.0,101.0,250.0,101.0,151.0
2023-04-08,18,Australia,Voyager - Promise,1%,151.0,151.0,101.0,151.0,101.0,126.0,150.0,101.0,270.0,101.0,101.0,151.0,101.0,126.0,101.0,230.0,101.0,101.0
2023-04-08,19,Moldova,Pasha Parfeni - Soarele și Luna,1%,201.0,126.0,101.0,151.0,101.0,126.0,150.0,101.0,270.0,101.0,101.0,101.0,101.0,126.0,101.0,270.0,101.0,151.0
2023-04-08,20,Germany,Lord Of The Lost - Blood & Glitter,1%,151.0,201.0,126.0,151.0,101.0,126.0,150.0,201.0,250.0,151.0,101.0,101.0,151.0,151.0,101.0,250.0,101.0,151.0
2023-04-08,21,Slovenia,Joker Out - Carpe Diem,<1%,201.0,126.0,151.0,201.0,126.0,201.0,200.0,201.0,270.0,101.0,151.0,101.0,101.0,101.0,126.0,250.0,101.0,151.0
2023-04-08,22,Estonia,Alika - Bridges,<1%,201.0,151.0,126.0,201.0,151.0,151.0,150.0,201.0,280.0,151.0,51.0,201.0,151.0,201.0,151.0,250.0,101.0,201.0
2023-04-08,23,Ireland,Wild Youth - We Are One,<1%,251.0,351.0,301.0,301.0,91.0,81.0,250.0,201.0,280.0,151.0,101.0,151.0,151.0,201.0,101.0,760.0,101.0,151.0
2023-04-08,24,Cyprus,A. Lambrou - Break a Broken Heart,<1%,201.0,201.0,151.0,201.0,201.0,201.0,200.0,201.0,280.0,201.0,201.0,201.0,201.0,201.0,251.0,330.0,101.0,201.0
2023-04-08,25,Iceland,Diljá - Power,<1%,251.0,251.0,201.0,251.0,201.0,201.0,150.0,201.0,280.0,201.0,101.0,201.0,201.0,151.0,201.0,830.0,101.0,201.0
2023-04-08,26,Poland,Blanka - Solo,<1%,251.0,251.0,251.0,251.0,201.0,151.0,150.0,201.0,280.0,201.0,201.0,201.0,201.0,151.0,201.0,440.0,101.0,201.0
2023-04-08,27,Portugal,Mimicat - Ai Coração,<1%,251.0,251.0,251.0,301.0,151.0,251.0,250.0,201.0,290.0,201.0,101.0,201.0,201.0,201.0,151.0,900.0,101.0,201.0
2023-04-08,28,Denmark,Reiley - Breaking My Heart,<1%,251.0,276.0,251.0,301.0,201.0,251.0,250.0,201.0,290.0,201.0,101.0,201.0,201.0,201.0,201.0,840.0,101.0,201.0
2023-04-08,29,Greece,Victor Vernicos - What They Say,<1%,251.0,301.0,251.0,301.0,201.0,251.0,250.0,201.0,280.0,201.0,101.0,201.0,201.0,201.0,251.0,840.0,101.0,201.0
2023-04-08,30,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,301.0,301.0,501.0,251.0,251.0,250.0,201.0,290.0,151.0,101.0,201.0,151.0,151.0,251.0,1000.0,101.0,251.0
2023-04-08,31,Belgium,Gustaph - Because of You,<1%,251.0,351.0,301.0,301.0,201.0,251.0,250.0,201.0,290.0,251.0,151.0,201.0,251.0,251.0,201.0,1000.0,101.0,251.0
2023-04-08,32,Lithuania,Monika Linkytė - Stay,<1%,251.0,251.0,251.0,501.0,251.0,251.0,250.0,201.0,290.0,251.0,101.0,201.0,251.0,251.0,251.0,820.0,101.0,251.0
2023-04-08,33,Malta,The Busker - Dance (Our Own Party),<1%,251.0,351.0,301.0,501.0,201.0,251.0,250.0,201.0,290.0,201.0,151.0,201.0,201.0,251.0,201.0,1000.0,101.0,251.0
2023-04-08,34,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,351.0,301.0,501.0,151.0,251.0,250.0,201.0,290.0,251.0,151.0,251.0,251.0,301.0,151.0,1000.0,101.0,251.0
2023-04-08,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,501.0,251.0,251.0,250.0,201.0,290.0,251.0,151.0,251.0,251.0,201.0,251.0,1000.0,101.0,251.0
2023-04-08,36,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,501.0,201.0,251.0,300.0,201.0,290.0,251.0,151.0,251.0,251.0,301.0,201.0,1000.0,301.0,251.0
2023-04-08,37,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,501.0,301.0,501.0,251.0,251.0,300.0,201.0,290.0,251.0,201.0,251.0,251.0,301.0,251.0,1000.0,301.0,251.0
