date,position,country,song,winning chance,BET365,UNIBET,COOL BET,BETFAIR SPORT,SKY BET, BETSSON ,10BET,BOYLE SPORTS,COMEON,LAD BROKES, * SMARKETS,888 SPORT,BET FRED,BETWAY, WILLIAM  HILL,BWIN,BETFAIR*  EXCHANGE 
2023-03-31,3,Ukraine,Tvorchi - Heart of Steel,11%,6.5,7.5,6.5,6.5,6.5,7.0,6.0,6.5,6.0,6.0,6.6,,7.0,7.5,6.0,7.5,8.2
2023-03-31,4,Norway,Alessandra - Queen of Kings,6%,13.0,11.0,13.0,13.0,11.0,11.0,13.0,13.0,13.0,15.0,,,13.0,15.0,13.0,13.0,18.0
2023-03-31,5,Spain,Blanca Paloma - Eaea,4%,15.0,18.0,19.0,15.0,21.0,18.0,15.0,17.0,15.0,17.0,,,17.0,15.0,17.0,17.0,23.0
2023-03-31,6,Israel,Noa Kirel - Unicorn,3%,23.0,26.0,23.0,26.0,21.0,25.0,21.0,26.0,21.0,21.0,,,21.0,21.0,21.0,17.0,38.0
2023-03-31,7,Czechia,Vesna - My Sister's Crown,3%,23.0,31.0,23.0,23.0,26.0,25.0,26.0,26.0,26.0,29.0,,,26.0,26.0,26.0,34.0,30.0
2023-03-31,8,Austria,Teya & Salena - Who The Hell Is Edgar?,2%,34.0,34.0,31.0,41.0,34.0,35.0,34.0,34.0,34.0,29.0,,,26.0,41.0,41.0,34.0,34.0
2023-03-31,9,United Kingdom,Mae Muller - I Wrote A Song,2%,41.0,41.0,51.0,41.0,34.0,40.0,34.0,34.0,34.0,26.0,2.0,,41.0,26.0,26.0,34.0,75.0
2023-03-31,10,France,La Zarra - Évidemment,2%,51.0,51.0,51.0,51.0,41.0,50.0,41.0,51.0,41.0,41.0,,,51.0,34.0,41.0,51.0,80.0
2023-03-31,11,Armenia,Brunette - Future Lover,1%,56.0,81.0,67.0,67.0,81.0,75.0,51.0,67.0,51.0,51.0,,,67.0,41.0,51.0,34.0,110.0
2023-03-31,12,Italy,Marco Mengoni - Due vite,1%,67.0,81.0,51.0,81.0,67.0,65.0,51.0,67.0,51.0,51.0,,,51.0,51.0,67.0,51.0,110.0
2023-03-31,13,Switzerland,Remo Forrer - Watergun,1%,81.0,101.0,81.0,101.0,81.0,80.0,67.0,81.0,67.0,81.0,,,67.0,67.0,67.0,101.0,130.0
2023-03-31,14,Georgia,Iru - Echo,1%,91.0,81.0,101.0,101.0,101.0,85.0,67.0,81.0,67.0,67.0,110.0,,101.0,81.0,67.0,67.0,190.0
2023-03-31,15,Serbia,Luke Black - Samo mi se spava,1%,101.0,101.0,126.0,151.0,126.0,100.0,101.0,101.0,101.0,81.0,,,101.0,101.0,101.0,101.0,250.0
2023-03-31,16,Moldova,Pasha Parfeni - Soarele și Luna,1%,126.0,101.0,101.0,151.0,151.0,125.0,101.0,126.0,101.0,101.0,,,101.0,126.0,101.0,101.0,160.0
2023-03-31,17,Croatia,Let 3 - Mama ŠČ!,1%,126.0,101.0,126.0,151.0,201.0,120.0,101.0,101.0,101.0,101.0,,,101.0,101.0,101.0,101.0,260.0
2023-03-31,18,Australia,Voyager - Promise,1%,126.0,201.0,101.0,101.0,151.0,150.0,101.0,126.0,101.0,151.0,23.0,,101.0,126.0,101.0,101.0,230.0
2023-03-31,19,Slovenia,Joker Out - Carpe Diem,1%,126.0,151.0,151.0,151.0,151.0,100.0,101.0,201.0,101.0,101.0,,,201.0,101.0,126.0,101.0,320.0
2023-03-31,20,Netherlands,Nicolai & Cooper - Burning Daylight,1%,151.0,151.0,81.0,151.0,151.0,150.0,151.0,126.0,151.0,151.0,,,101.0,151.0,151.0,101.0,130.0
2023-03-31,21,Germany,Lord Of The Lost - Blood & Glitter,1%,101.0,201.0,126.0,151.0,126.0,150.0,151.0,126.0,151.0,101.0,,,201.0,151.0,101.0,101.0,220.0
2023-03-31,22,Estonia,Alika - Bridges,<1%,151.0,201.0,126.0,201.0,201.0,150.0,201.0,151.0,201.0,201.0,,,201.0,201.0,151.0,101.0,310.0
2023-03-31,23,Ireland,Wild Youth - We Are One,<1%,251.0,251.0,301.0,151.0,301.0,250.0,151.0,81.0,151.0,151.0,38.0,,201.0,201.0,101.0,101.0,700.0
2023-03-31,24,Poland,Blanka - Solo,<1%,201.0,201.0,251.0,201.0,251.0,150.0,201.0,151.0,201.0,201.0,,,201.0,151.0,201.0,101.0,400.0
2023-03-31,25,Iceland,Diljá - Power,<1%,251.0,201.0,201.0,201.0,201.0,150.0,201.0,201.0,201.0,201.0,,,201.0,151.0,201.0,101.0,620.0
2023-03-31,26,Cyprus,Andrew Lambrou - Break a Broken Heart,<1%,251.0,251.0,201.0,201.0,201.0,250.0,201.0,201.0,201.0,201.0,30.0,,201.0,201.0,251.0,101.0,270.0
2023-03-31,27,Portugal,Mimicat - Ai Coração,<1%,251.0,201.0,251.0,201.0,301.0,250.0,201.0,201.0,201.0,201.0,,,201.0,201.0,151.0,101.0,550.0
2023-03-31,28,Greece,Victor Vernicos - What They Say,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,201.0,201.0,50.0,,201.0,201.0,251.0,101.0,650.0
2023-03-31,29,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,201.0,301.0,251.0,301.0,250.0,151.0,201.0,151.0,201.0,,,201.0,151.0,251.0,101.0,890.0
2023-03-31,30,Denmark,Reiley - Breaking My Heart,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,251.0,201.0,201.0,,,201.0,201.0,201.0,101.0,800.0
2023-03-31,31,Belgium,Gustaph - Because of You,<1%,251.0,251.0,301.0,251.0,251.0,250.0,251.0,251.0,251.0,201.0,,,201.0,251.0,201.0,101.0,1000.0
2023-03-31,32,Malta,The Busker - Dance (Our Own Party),<1%,251.0,251.0,301.0,251.0,501.0,200.0,201.0,201.0,201.0,201.0,,,201.0,251.0,201.0,101.0,1000.0
2023-03-31,33,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,251.0,301.0,251.0,501.0,250.0,251.0,251.0,251.0,251.0,,,201.0,301.0,151.0,101.0,1000.0
2023-03-31,34,Lithuania,Monika Linkytė - Stay,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,201.0,251.0,201.0,,,201.0,251.0,251.0,101.0,820.0
2023-03-31,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,251.0,251.0,,,201.0,176.0,251.0,101.0,1000.0
2023-03-31,36,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,251.0,301.0,251.0,501.0,300.0,251.0,201.0,251.0,251.0,,,201.0,301.0,251.0,301.0,1000.0
2023-03-31,37,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,251.0,251.0,,,201.0,301.0,201.0,301.0,1000.0
