date,position,country,song,winning chance,BET365,UNIBET,COOL BET,BETFAIR SPORT,SKY BET, BETSSON ,LAD BROKES,COMEON, * SMARKETS,888 SPORT,BOYLE SPORTS,BET FRED,10BET,BETWAY, WILLIAM  HILL,BETFAIR*  EXCHANGE ,BWIN,BET STARS
2023-04-02,1,Sweden,Loreen - Tattoo,39%,1.8,1.75,1.9,2.0,2.0,1.85,1.73,1.8,1.97,1.83,1.83,2.0,1.8,1.91,1.83,2.06,,
2023-04-02,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.25,4.5,6.0,5.0,4.25,5.0,4.0,6.8,5.0,4.5,5.0,4.0,4.5,5.0,6.8,,
2023-04-02,3,Ukraine,Tvorchi - Heart of Steel,11%,6.5,7.5,6.5,6.5,7.5,7.0,6.0,6.0,6.8,6.0,6.5,7.0,6.0,7.5,6.0,8.6,,
2023-04-02,4,Norway,Alessandra - Queen of Kings,6%,13.0,11.0,13.0,13.0,12.0,11.0,15.0,13.0,16.0,13.0,13.0,13.0,13.0,15.0,13.0,19.0,,
2023-04-02,5,Spain,Blanca Paloma - Eaea,4%,15.0,18.0,19.0,15.0,21.0,18.0,17.0,15.0,20.0,17.0,17.0,17.0,15.0,15.0,17.0,23.0,,
2023-04-02,6,Israel,Noa Kirel - Unicorn,3%,23.0,26.0,23.0,26.0,21.0,25.0,21.0,21.0,25.0,21.0,26.0,21.0,21.0,21.0,21.0,34.0,,
2023-04-02,7,Czechia,Vesna - My Sister's Crown,3%,23.0,31.0,31.0,23.0,26.0,25.0,29.0,26.0,44.0,23.0,26.0,26.0,26.0,26.0,26.0,50.0,,
2023-04-02,8,Austria,Teya & Salena - Who The Hell Is Edgar?,2%,26.0,34.0,31.0,31.0,29.0,35.0,29.0,29.0,36.0,26.0,26.0,26.0,29.0,41.0,41.0,42.0,,
2023-04-02,9,United Kingdom,Mae Muller - I Wrote A Song,2%,51.0,41.0,51.0,41.0,41.0,40.0,26.0,34.0,85.0,26.0,34.0,41.0,34.0,26.0,26.0,100.0,,
2023-04-02,10,France,La Zarra - Évidemment,2%,51.0,51.0,41.0,51.0,51.0,50.0,41.0,41.0,50.0,34.0,51.0,51.0,41.0,34.0,41.0,65.0,,
2023-04-02,11,Italy,Marco Mengoni - Due vite,1%,51.0,81.0,41.0,67.0,67.0,50.0,51.0,51.0,55.0,34.0,51.0,51.0,51.0,51.0,67.0,70.0,,
2023-04-02,12,Armenia,Brunette - Future Lover,1%,67.0,81.0,81.0,67.0,101.0,75.0,51.0,51.0,110.0,51.0,81.0,67.0,51.0,41.0,67.0,140.0,,
2023-04-02,13,Switzerland,Remo Forrer - Watergun,1%,81.0,101.0,81.0,101.0,126.0,80.0,81.0,67.0,140.0,41.0,81.0,67.0,67.0,67.0,67.0,160.0,,
2023-04-02,14,Georgia,Iru - Echo,1%,101.0,81.0,101.0,101.0,151.0,85.0,67.0,67.0,200.0,41.0,101.0,101.0,67.0,81.0,67.0,190.0,,
2023-04-02,15,Moldova,Pasha Parfeni - Soarele și Luna,1%,101.0,101.0,101.0,151.0,151.0,125.0,101.0,101.0,210.0,101.0,126.0,101.0,101.0,126.0,101.0,230.0,,
2023-04-02,16,Serbia,Luke Black - Samo mi se spava,1%,151.0,101.0,126.0,151.0,151.0,100.0,81.0,101.0,260.0,101.0,101.0,101.0,101.0,101.0,101.0,250.0,,
2023-04-02,17,Netherlands,Nicolai & Cooper - Burning Daylight,1%,81.0,151.0,81.0,101.0,126.0,150.0,151.0,101.0,120.0,101.0,126.0,101.0,101.0,151.0,151.0,150.0,,
2023-04-02,18,Croatia,Let 3 - Mama ŠČ!,1%,151.0,101.0,126.0,151.0,201.0,120.0,101.0,101.0,240.0,101.0,101.0,101.0,101.0,101.0,101.0,230.0,,
2023-04-02,19,Australia,Voyager - Promise,1%,151.0,201.0,101.0,101.0,151.0,150.0,151.0,101.0,220.0,101.0,126.0,101.0,101.0,126.0,101.0,230.0,,
2023-04-02,20,Germany,Lord Of The Lost - Blood & Glitter,<1%,151.0,201.0,126.0,151.0,151.0,150.0,101.0,151.0,210.0,101.0,126.0,201.0,151.0,151.0,101.0,220.0,,
2023-04-02,21,Slovenia,Joker Out - Carpe Diem,<1%,176.0,151.0,151.0,151.0,201.0,100.0,101.0,101.0,270.0,151.0,201.0,201.0,101.0,101.0,126.0,340.0,,
2023-04-02,22,Estonia,Alika - Bridges,<1%,176.0,201.0,126.0,201.0,201.0,150.0,201.0,201.0,270.0,51.0,151.0,201.0,201.0,201.0,151.0,200.0,,
2023-04-02,23,Ireland,Wild Youth - We Are One,<1%,251.0,251.0,301.0,151.0,301.0,250.0,151.0,151.0,280.0,101.0,81.0,201.0,151.0,201.0,101.0,730.0,,
2023-04-02,24,Iceland,Diljá - Power,<1%,251.0,201.0,151.0,201.0,251.0,150.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,151.0,201.0,660.0,,
2023-04-02,25,Poland,Blanka - Solo,<1%,201.0,201.0,251.0,201.0,251.0,150.0,201.0,201.0,270.0,201.0,151.0,201.0,201.0,151.0,201.0,410.0,,
2023-04-02,26,Portugal,Mimicat - Ai Coração,<1%,251.0,201.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,151.0,620.0,,
2023-04-02,27,Cyprus,Andrew Lambrou - Break a Broken Heart,<1%,251.0,251.0,201.0,201.0,201.0,250.0,201.0,201.0,270.0,251.0,201.0,201.0,201.0,201.0,251.0,250.0,,
2023-04-02,28,Denmark,Reiley - Breaking My Heart,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,201.0,750.0,,
2023-04-02,29,Greece,Victor Vernicos - What They Say,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,290.0,101.0,251.0,201.0,201.0,201.0,251.0,550.0,,
2023-04-02,30,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,201.0,301.0,251.0,501.0,250.0,201.0,151.0,290.0,101.0,251.0,201.0,151.0,151.0,251.0,890.0,,
2023-04-02,31,Belgium,Gustaph - Because of You,<1%,251.0,251.0,301.0,251.0,301.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,,
2023-04-02,32,Malta,The Busker - Dance (Our Own Party),<1%,251.0,251.0,301.0,251.0,501.0,200.0,201.0,201.0,290.0,151.0,251.0,201.0,201.0,251.0,201.0,1000.0,,
2023-04-02,33,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,251.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,,
2023-04-02,34,Lithuania,Monika Linkytė - Stay,<1%,251.0,501.0,301.0,251.0,501.0,250.0,201.0,251.0,280.0,101.0,251.0,201.0,251.0,251.0,251.0,820.0,,
2023-04-02,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,176.0,251.0,1000.0,,
2023-04-02,36,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,251.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,251.0,201.0,251.0,301.0,251.0,1000.0,,
2023-04-02,37,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,,
2023-04-03,1,Sweden,Loreen - Tattoo,39%,1.8,1.8,1.9,2.0,2.0,1.85,1.73,1.8,1.97,1.83,1.83,1.83,1.8,1.91,1.83,2.06,,
2023-04-03,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.25,4.3,6.0,5.0,4.25,5.0,4.0,6.8,5.0,4.5,5.0,4.0,5.5,5.0,6.8,,
2023-04-03,3,Ukraine,Tvorchi - Heart of Steel,11%,6.5,7.5,6.5,6.5,7.5,7.0,6.0,6.0,6.8,6.0,6.5,7.0,6.0,7.5,6.0,8.6,,
2023-04-03,4,Norway,Alessandra - Queen of Kings,6%,13.0,11.0,13.0,13.0,12.0,11.0,15.0,13.0,16.0,13.0,13.0,13.0,13.0,13.0,13.0,19.0,,
2023-04-03,5,Spain,Blanca Paloma - Eaea,4%,15.0,21.0,19.0,15.0,21.0,18.0,17.0,15.0,20.0,17.0,17.0,17.0,15.0,15.0,17.0,21.0,,
2023-04-03,6,Israel,Noa Kirel - Unicorn,3%,23.0,26.0,23.0,26.0,21.0,25.0,21.0,21.0,25.0,21.0,26.0,21.0,21.0,26.0,21.0,30.0,,
2023-04-03,7,Czechia,Vesna - My Sister's Crown,2%,34.0,34.0,41.0,23.0,26.0,35.0,29.0,26.0,46.0,23.0,26.0,26.0,26.0,29.0,26.0,55.0,,
2023-04-03,8,Austria,Teya & Salena - Who The Hell Is Edgar?,2%,26.0,29.0,31.0,31.0,29.0,35.0,29.0,29.0,38.0,26.0,26.0,26.0,29.0,26.0,41.0,44.0,,
2023-04-03,9,United Kingdom,Mae Muller - I Wrote A Song,2%,51.0,51.0,51.0,41.0,41.0,40.0,26.0,34.0,70.0,26.0,34.0,41.0,34.0,34.0,26.0,85.0,,
2023-04-03,10,France,La Zarra - Évidemment,2%,41.0,41.0,41.0,51.0,51.0,45.0,41.0,41.0,48.0,34.0,41.0,51.0,41.0,41.0,41.0,50.0,,
2023-04-03,11,Italy,Marco Mengoni - Due vite,1%,51.0,51.0,41.0,67.0,67.0,50.0,51.0,51.0,75.0,34.0,51.0,51.0,51.0,67.0,67.0,90.0,,
2023-04-03,12,Armenia,Brunette - Future Lover,1%,81.0,81.0,81.0,67.0,101.0,80.0,51.0,51.0,110.0,51.0,81.0,67.0,51.0,67.0,67.0,130.0,,
2023-04-03,13,Switzerland,Remo Forrer - Watergun,1%,101.0,81.0,81.0,101.0,126.0,100.0,81.0,67.0,200.0,41.0,81.0,67.0,67.0,81.0,67.0,200.0,,
2023-04-03,14,Georgia,Iru - Echo,1%,101.0,101.0,101.0,101.0,151.0,85.0,67.0,67.0,160.0,41.0,101.0,101.0,67.0,101.0,67.0,180.0,,
2023-04-03,15,Netherlands,Nicolai & Cooper - Burning Daylight,1%,81.0,101.0,81.0,101.0,126.0,150.0,151.0,101.0,95.0,101.0,126.0,101.0,101.0,151.0,151.0,110.0,,
2023-04-03,16,Serbia,Luke Black - Samo mi se spava,1%,151.0,101.0,126.0,151.0,151.0,100.0,81.0,101.0,230.0,101.0,101.0,101.0,101.0,101.0,101.0,250.0,,
2023-04-03,17,Moldova,Pasha Parfeni - Soarele și Luna,1%,101.0,101.0,101.0,151.0,151.0,125.0,101.0,101.0,210.0,101.0,126.0,101.0,101.0,126.0,101.0,230.0,,
2023-04-03,18,Croatia,Let 3 - Mama ŠČ!,1%,151.0,126.0,126.0,151.0,201.0,120.0,101.0,101.0,240.0,101.0,101.0,101.0,101.0,101.0,101.0,260.0,,
2023-04-03,19,Australia,Voyager - Promise,1%,151.0,126.0,101.0,101.0,151.0,150.0,151.0,101.0,250.0,101.0,126.0,101.0,101.0,126.0,101.0,250.0,,
2023-04-03,20,Germany,Lord Of The Lost - Blood & Glitter,1%,151.0,151.0,126.0,151.0,151.0,150.0,101.0,151.0,260.0,101.0,126.0,201.0,151.0,151.0,101.0,230.0,,
2023-04-03,21,Slovenia,Joker Out - Carpe Diem,<1%,201.0,151.0,151.0,151.0,201.0,150.0,101.0,101.0,270.0,151.0,201.0,201.0,101.0,101.0,126.0,320.0,,
2023-04-03,22,Estonia,Alika - Bridges,<1%,176.0,126.0,126.0,201.0,201.0,150.0,201.0,201.0,270.0,51.0,151.0,201.0,201.0,201.0,151.0,310.0,,
2023-04-03,23,Ireland,Wild Youth - We Are One,<1%,251.0,251.0,301.0,151.0,301.0,250.0,151.0,151.0,280.0,101.0,81.0,201.0,151.0,201.0,101.0,740.0,,
2023-04-03,24,Iceland,Diljá - Power,<1%,251.0,201.0,151.0,201.0,251.0,150.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,151.0,201.0,730.0,,
2023-04-03,25,Poland,Blanka - Solo,<1%,201.0,201.0,251.0,201.0,251.0,150.0,201.0,201.0,280.0,201.0,151.0,201.0,201.0,151.0,201.0,410.0,,
2023-04-03,26,Cyprus,Andrew Lambrou - Break a Broken Heart,<1%,201.0,201.0,201.0,201.0,201.0,250.0,201.0,201.0,270.0,251.0,201.0,201.0,201.0,201.0,251.0,330.0,,
2023-04-03,27,Portugal,Mimicat - Ai Coração,<1%,251.0,201.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,151.0,600.0,,
2023-04-03,28,Denmark,Reiley - Breaking My Heart,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,201.0,700.0,,
2023-04-03,29,Greece,Victor Vernicos - What They Say,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,251.0,550.0,,
2023-04-03,30,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,251.0,301.0,251.0,501.0,250.0,201.0,151.0,290.0,101.0,251.0,201.0,151.0,151.0,251.0,890.0,,
2023-04-03,31,Belgium,Gustaph - Because of You,<1%,251.0,251.0,301.0,251.0,301.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,,
2023-04-03,32,Malta,The Busker - Dance (Our Own Party),<1%,251.0,251.0,301.0,251.0,501.0,200.0,201.0,201.0,290.0,151.0,251.0,201.0,201.0,251.0,201.0,1000.0,,
2023-04-03,33,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,251.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,,
2023-04-03,34,Lithuania,Monika Linkytė - Stay,<1%,251.0,501.0,301.0,251.0,501.0,250.0,201.0,251.0,280.0,101.0,251.0,201.0,251.0,251.0,251.0,820.0,,
2023-04-03,35,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,251.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,251.0,201.0,251.0,301.0,251.0,1000.0,,
2023-04-03,36,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,201.0,251.0,1000.0,,
2023-04-03,37,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,,
2023-04-04,1,Sweden,Loreen - Tattoo,39%,1.8,1.8,1.9,2.0,2.0,1.85,1.73,1.8,1.98,1.83,1.83,1.83,1.8,1.91,1.83,2.08,1.8,
2023-04-04,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.25,4.3,6.0,5.0,4.25,5.0,4.0,6.8,5.0,4.5,5.0,4.0,5.5,5.0,6.6,4.75,
2023-04-04,3,Ukraine,Tvorchi - Heart of Steel,11%,6.5,7.5,6.5,6.5,7.5,7.0,6.0,6.0,6.8,6.0,6.5,7.0,6.0,7.5,6.0,8.6,7.0,
2023-04-04,4,Norway,Alessandra - Queen of Kings,6%,13.0,11.0,13.0,13.0,12.0,11.0,15.0,13.0,16.0,13.0,13.0,13.0,13.0,13.0,13.0,18.0,13.0,
2023-04-04,5,Spain,Blanca Paloma - Eaea,4%,15.0,21.0,17.0,15.0,21.0,18.0,13.0,15.0,18.0,17.0,17.0,17.0,15.0,15.0,17.0,18.0,15.0,
2023-04-04,6,Israel,Noa Kirel - Unicorn,3%,23.0,26.0,23.0,26.0,21.0,25.0,21.0,21.0,25.0,21.0,26.0,21.0,21.0,26.0,21.0,34.0,19.0,
2023-04-04,7,Czechia,Vesna - My Sister's Crown,3%,31.0,34.0,31.0,23.0,26.0,30.0,29.0,26.0,38.0,23.0,26.0,26.0,26.0,29.0,26.0,42.0,34.0,
2023-04-04,8,Austria,Teya & Salena - Who The Hell Is Edgar?,2%,29.0,29.0,31.0,31.0,29.0,35.0,29.0,29.0,38.0,26.0,26.0,26.0,29.0,26.0,41.0,44.0,26.0,
2023-04-04,9,United Kingdom,Mae Muller - I Wrote A Song,2%,56.0,51.0,61.0,41.0,41.0,50.0,34.0,34.0,55.0,26.0,34.0,41.0,34.0,34.0,26.0,75.0,34.0,
2023-04-04,10,France,La Zarra - Évidemment,2%,41.0,41.0,41.0,34.0,51.0,45.0,41.0,41.0,42.0,34.0,41.0,51.0,41.0,41.0,41.0,40.0,51.0,
2023-04-04,11,Italy,Marco Mengoni - Due vite,1%,56.0,51.0,51.0,67.0,67.0,50.0,51.0,51.0,80.0,34.0,51.0,51.0,51.0,67.0,67.0,90.0,51.0,
2023-04-04,12,Armenia,Brunette - Future Lover,1%,81.0,81.0,81.0,67.0,101.0,80.0,67.0,51.0,120.0,51.0,81.0,67.0,51.0,67.0,67.0,140.0,67.0,
2023-04-04,13,Switzerland,Remo Forrer - Watergun,1%,126.0,81.0,81.0,101.0,126.0,100.0,81.0,67.0,,41.0,81.0,67.0,67.0,81.0,67.0,230.0,101.0,
2023-04-04,14,Georgia,Iru - Echo,1%,101.0,101.0,101.0,101.0,151.0,85.0,67.0,67.0,180.0,41.0,101.0,101.0,67.0,101.0,67.0,190.0,67.0,
2023-04-04,15,Netherlands,Nicolai & Cooper - Burning Daylight,1%,81.0,101.0,81.0,101.0,126.0,150.0,151.0,101.0,120.0,101.0,126.0,101.0,101.0,151.0,151.0,140.0,101.0,
2023-04-04,16,Serbia,Luke Black - Samo mi se spava,1%,151.0,101.0,126.0,151.0,151.0,100.0,81.0,101.0,230.0,101.0,101.0,101.0,101.0,101.0,101.0,240.0,101.0,
2023-04-04,17,Moldova,Pasha Parfeni - Soarele și Luna,1%,126.0,101.0,101.0,151.0,151.0,125.0,101.0,101.0,220.0,101.0,126.0,101.0,101.0,126.0,101.0,250.0,101.0,
2023-04-04,18,Croatia,Let 3 - Mama ŠČ!,1%,151.0,126.0,126.0,151.0,201.0,120.0,101.0,101.0,240.0,101.0,101.0,101.0,101.0,101.0,101.0,260.0,101.0,
2023-04-04,19,Australia,Voyager - Promise,1%,151.0,126.0,101.0,101.0,151.0,150.0,151.0,101.0,260.0,101.0,126.0,101.0,101.0,126.0,101.0,240.0,101.0,
2023-04-04,20,Germany,Lord Of The Lost - Blood & Glitter,1%,151.0,151.0,126.0,151.0,151.0,150.0,101.0,151.0,240.0,101.0,126.0,201.0,151.0,151.0,101.0,240.0,101.0,
2023-04-04,21,Slovenia,Joker Out - Carpe Diem,<1%,201.0,151.0,151.0,151.0,201.0,150.0,101.0,101.0,270.0,151.0,201.0,201.0,101.0,101.0,126.0,250.0,101.0,
2023-04-04,22,Estonia,Alika - Bridges,<1%,176.0,126.0,126.0,201.0,201.0,150.0,201.0,201.0,270.0,51.0,151.0,201.0,201.0,201.0,151.0,250.0,101.0,
2023-04-04,23,Ireland,Wild Youth - We Are One,<1%,251.0,251.0,301.0,151.0,301.0,250.0,151.0,151.0,280.0,101.0,81.0,201.0,151.0,201.0,101.0,740.0,101.0,
2023-04-04,24,Iceland,Diljá - Power,<1%,251.0,201.0,151.0,201.0,251.0,150.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,151.0,201.0,740.0,101.0,
2023-04-04,25,Poland,Blanka - Solo,<1%,201.0,201.0,251.0,201.0,251.0,150.0,201.0,201.0,280.0,201.0,151.0,201.0,201.0,151.0,201.0,410.0,101.0,
2023-04-04,26,Cyprus,A. Lambrou - Break a Broken Heart,<1%,201.0,201.0,201.0,201.0,201.0,250.0,201.0,201.0,270.0,251.0,201.0,201.0,201.0,201.0,251.0,330.0,101.0,
2023-04-04,27,Portugal,Mimicat - Ai Coração,<1%,251.0,201.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,151.0,600.0,101.0,
2023-04-04,28,Denmark,Reiley - Breaking My Heart,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,201.0,700.0,101.0,
2023-04-04,29,Greece,Victor Vernicos - What They Say,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,251.0,550.0,101.0,
2023-04-04,30,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,251.0,301.0,251.0,501.0,250.0,201.0,151.0,290.0,101.0,251.0,201.0,151.0,151.0,251.0,890.0,101.0,
2023-04-04,31,Belgium,Gustaph - Because of You,<1%,251.0,251.0,301.0,251.0,301.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,101.0,
2023-04-04,32,Malta,The Busker - Dance (Our Own Party),<1%,251.0,251.0,301.0,251.0,501.0,200.0,201.0,201.0,290.0,151.0,251.0,201.0,201.0,251.0,201.0,1000.0,101.0,
2023-04-04,33,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,251.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,101.0,
2023-04-04,34,Lithuania,Monika Linkytė - Stay,<1%,251.0,501.0,301.0,251.0,501.0,250.0,201.0,251.0,280.0,101.0,251.0,201.0,251.0,251.0,251.0,820.0,101.0,
2023-04-04,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,201.0,251.0,1000.0,101.0,
2023-04-04,36,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,251.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,251.0,201.0,251.0,301.0,251.0,1000.0,301.0,
2023-04-04,37,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,301.0,
2023-04-05,1,Sweden,Loreen - Tattoo,39%,1.8,1.8,1.95,2.0,2.0,1.85,1.73,1.83,1.99,1.83,1.83,1.83,1.83,1.91,1.83,2.1,1.8,
2023-04-05,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.25,4.3,5.0,5.0,4.25,5.0,4.0,6.8,5.0,4.5,5.0,4.0,5.5,5.0,6.6,4.75,
2023-04-05,3,Ukraine,Tvorchi - Heart of Steel,11%,6.5,7.5,6.5,6.5,7.5,7.0,6.0,6.0,7.4,6.0,6.5,7.0,6.0,7.5,6.0,9.0,7.0,
2023-04-05,4,Norway,Alessandra - Queen of Kings,6%,13.0,11.0,13.0,13.0,12.0,11.0,15.0,13.0,16.0,13.0,13.0,13.0,13.0,13.0,13.0,18.0,13.0,
2023-04-05,5,Spain,Blanca Paloma - Eaea,4%,15.0,21.0,15.0,15.0,21.0,18.0,13.0,15.0,17.0,17.0,17.0,17.0,15.0,15.0,17.0,18.0,15.0,
2023-04-05,6,Israel,Noa Kirel - Unicorn,3%,23.0,26.0,23.0,26.0,21.0,25.0,21.0,21.0,20.0,21.0,26.0,21.0,21.0,26.0,21.0,21.0,19.0,
2023-04-05,7,Czechia,Vesna - My Sister's Crown,2%,31.0,34.0,41.0,23.0,26.0,30.0,29.0,26.0,48.0,23.0,26.0,26.0,26.0,29.0,26.0,55.0,34.0,
2023-04-05,8,Austria,Teya & Salena - Who The Hell Is Edgar?,2%,29.0,29.0,31.0,31.0,29.0,35.0,29.0,29.0,40.0,26.0,26.0,26.0,29.0,26.0,41.0,42.0,26.0,
2023-04-05,9,United Kingdom,Mae Muller - I Wrote A Song,2%,56.0,51.0,61.0,41.0,41.0,50.0,34.0,34.0,48.0,26.0,34.0,41.0,34.0,34.0,26.0,80.0,34.0,
2023-04-05,10,France,La Zarra - Évidemment,2%,41.0,41.0,36.0,34.0,51.0,45.0,41.0,41.0,44.0,34.0,41.0,41.0,41.0,41.0,41.0,38.0,51.0,
2023-04-05,11,Italy,Marco Mengoni - Due vite,1%,56.0,51.0,51.0,67.0,67.0,50.0,51.0,51.0,90.0,34.0,51.0,51.0,51.0,67.0,67.0,90.0,51.0,
2023-04-05,12,Armenia,Brunette - Future Lover,1%,81.0,81.0,81.0,67.0,101.0,80.0,67.0,67.0,90.0,51.0,81.0,67.0,67.0,67.0,67.0,100.0,67.0,
2023-04-05,13,Switzerland,Remo Forrer - Watergun,1%,126.0,81.0,81.0,101.0,126.0,100.0,81.0,81.0,230.0,41.0,81.0,67.0,81.0,81.0,67.0,250.0,101.0,
2023-04-05,14,Georgia,Iru - Echo,1%,101.0,101.0,101.0,101.0,151.0,85.0,67.0,81.0,170.0,41.0,101.0,101.0,81.0,101.0,67.0,190.0,67.0,
2023-04-05,15,Netherlands,Nicolai & Cooper - Burning Daylight,1%,81.0,101.0,81.0,101.0,126.0,150.0,151.0,101.0,120.0,101.0,126.0,101.0,101.0,151.0,151.0,150.0,101.0,
2023-04-05,16,Serbia,Luke Black - Samo mi se spava,1%,151.0,101.0,126.0,151.0,151.0,100.0,81.0,101.0,210.0,101.0,101.0,101.0,101.0,101.0,101.0,190.0,101.0,
2023-04-05,17,Moldova,Pasha Parfeni - Soarele și Luna,1%,126.0,101.0,101.0,151.0,151.0,125.0,101.0,101.0,230.0,101.0,126.0,101.0,101.0,126.0,101.0,230.0,101.0,
2023-04-05,18,Croatia,Let 3 - Mama ŠČ!,1%,151.0,126.0,126.0,151.0,201.0,120.0,101.0,101.0,250.0,101.0,101.0,101.0,101.0,101.0,101.0,260.0,101.0,
2023-04-05,19,Australia,Voyager - Promise,1%,151.0,126.0,101.0,101.0,151.0,150.0,151.0,101.0,270.0,101.0,126.0,101.0,101.0,126.0,101.0,240.0,101.0,
2023-04-05,20,Germany,Lord Of The Lost - Blood & Glitter,1%,151.0,151.0,126.0,151.0,151.0,150.0,101.0,151.0,270.0,101.0,126.0,201.0,151.0,151.0,101.0,270.0,101.0,
2023-04-05,21,Slovenia,Joker Out - Carpe Diem,<1%,201.0,151.0,151.0,151.0,201.0,150.0,101.0,101.0,270.0,151.0,201.0,201.0,101.0,101.0,126.0,250.0,101.0,
2023-04-05,22,Estonia,Alika - Bridges,<1%,176.0,126.0,126.0,201.0,201.0,150.0,201.0,201.0,270.0,51.0,151.0,201.0,201.0,201.0,151.0,310.0,101.0,
2023-04-05,23,Ireland,Wild Youth - We Are One,<1%,251.0,251.0,301.0,151.0,301.0,250.0,151.0,151.0,280.0,101.0,81.0,201.0,151.0,201.0,101.0,740.0,101.0,
2023-04-05,24,Iceland,Diljá - Power,<1%,251.0,201.0,151.0,201.0,251.0,150.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,151.0,201.0,700.0,101.0,
2023-04-05,25,Poland,Blanka - Solo,<1%,201.0,201.0,251.0,201.0,251.0,150.0,201.0,201.0,280.0,201.0,151.0,201.0,201.0,151.0,201.0,440.0,101.0,
2023-04-05,26,Cyprus,Andrew Lambrou - Break a Broken Heart,<1%,201.0,201.0,201.0,201.0,201.0,250.0,201.0,201.0,270.0,251.0,201.0,201.0,201.0,201.0,251.0,330.0,101.0,
2023-04-05,27,Portugal,Mimicat - Ai Coração,<1%,251.0,201.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,151.0,600.0,101.0,
2023-04-05,28,Denmark,Reiley - Breaking My Heart,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,201.0,260.0,101.0,
